"datetime","count"
"2011-01-20 00:00:00",29.6219882965088
"2011-01-20 01:00:00",8.60879421234131
"2011-01-20 02:00:00",7.09021854400635
"2011-01-20 03:00:00",4.81581878662109
"2011-01-20 04:00:00",4.81581878662109
"2011-01-20 05:00:00",11.4836111068726
"2011-01-20 06:00:00",76.3698501586914
"2011-01-20 07:00:00",186.657760620117
"2011-01-20 08:00:00",322.705047607422
"2011-01-20 09:00:00",196.005157470703
"2011-01-20 10:00:00",93.4990997314453
"2011-01-20 11:00:00",112.430862426758
"2011-01-20 12:00:00",117.744140625
"2011-01-20 13:00:00",108.287101745605
"2011-01-20 14:00:00",106.445053100586
"2011-01-20 15:00:00",107.302909851074
"2011-01-20 16:00:00",109.347328186035
"2011-01-20 17:00:00",201.429046630859
"2011-01-20 18:00:00",222.607940673828
"2011-01-20 19:00:00",211.563034057617
"2011-01-20 20:00:00",112.236366271973
"2011-01-20 21:00:00",71.0644836425781
"2011-01-20 22:00:00",64.1458129882812
"2011-01-20 23:00:00",43.9007453918457
"2011-01-21 00:00:00",21.8665390014648
"2011-01-21 01:00:00",7.42822122573853
"2011-01-21 02:00:00",7.435471534729
"2011-01-21 03:00:00",2.57667660713196
"2011-01-21 04:00:00",4.40690469741821
"2011-01-21 05:00:00",16.0756072998047
"2011-01-21 06:00:00",44.0704116821289
"2011-01-21 07:00:00",147.676055908203
"2011-01-21 08:00:00",202.873886108398
"2011-01-21 09:00:00",145.486953735352
"2011-01-21 10:00:00",71.1903228759766
"2011-01-21 11:00:00",77.6094284057617
"2011-01-21 12:00:00",73.4644927978516
"2011-01-21 13:00:00",68.9384002685547
"2011-01-21 14:00:00",70.4762496948242
"2011-01-21 15:00:00",72.283088684082
"2011-01-21 16:00:00",91.6140670776367
"2011-01-21 17:00:00",162.526062011719
"2011-01-21 18:00:00",146.246932983398
"2011-01-21 19:00:00",127.473937988281
"2011-01-21 20:00:00",82.2349014282227
"2011-01-21 21:00:00",55.7240715026855
"2011-01-21 22:00:00",42.020751953125
"2011-01-21 23:00:00",31.1662216186523
"2011-01-22 00:00:00",25.2493152618408
"2011-01-22 01:00:00",20.2127285003662
"2011-01-22 02:00:00",21.4888553619385
"2011-01-22 03:00:00",12.9624090194702
"2011-01-22 04:00:00",3.64976572990417
"2011-01-22 06:00:00",7.95560646057129
"2011-01-22 07:00:00",6.83310794830322
"2011-01-22 08:00:00",31.347505569458
"2011-01-22 09:00:00",61.0799255371094
"2011-01-22 10:00:00",67.4326553344727
"2011-01-22 11:00:00",122.318565368652
"2011-01-22 12:00:00",124.698547363281
"2011-01-22 13:00:00",157.72721862793
"2011-01-22 14:00:00",160.446563720703
"2011-01-22 15:00:00",162.181869506836
"2011-01-22 16:00:00",186.2158203125
"2011-01-22 17:00:00",85.7060241699219
"2011-01-22 18:00:00",71.9236602783203
"2011-01-22 19:00:00",76.2239303588867
"2011-01-22 20:00:00",52.0672988891602
"2011-01-22 21:00:00",50.7050857543945
"2011-01-22 22:00:00",40.046314239502
